url;price;title;address;longitude;latitude;jurisdiction;visit;full_description;city;date_posted;residence_type;principal_characteristics.Bedrooms;principal_characteristics.Bathrooms;principal_characteristics.Size (sqft);amenities.Unit Type;amenities.Agreement Type;amenities.Move-In Date;amenities.Pet Friendly;amenities.Furnished;amenities.Laundry (In Unit);amenities.Laundry (In Building);amenities.Dishwasher;amenities.Fridge / Freezer;amenities.Air Conditioning;amenities.Yard;amenities.Balcony;amenities.Smoking Permitted;amenities.Gym;amenities.Pool;amenities.Concierge;amenities.24 Hour Security;amenities.Bicycle Parking;amenities.Storage Space;amenities.Elevator in Building;amenities.Wheelchair accessible;amenities.Braille Labels;amenities.Audio Prompts;amenities.Barrier-free Entrances and Ramps;amenities.Visual Aids;amenities.Accessible Washrooms in Suite;amenities.Hydro;amenities.Heat;amenities.Water;amenities.Cable / TV;amenities.Internet;amenities.Parking Included;amenities.Virtual Options
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-neuf-sur-le-plateau-juillet-gratuit-wifi-electromenage/1515453795;1875;large 31/2 for rent near Montreal University;3501 iberville, h2k3e3, montreal, QC;-73.5628555;45.5366974;quebec;61.0;"Magnifique et trs grand 5 1/2 (3cc). Frachement rnov style condo. avec comptoir en quartz, plancher de bois franc avec deux toilettes complteInclusion:-Frigo, lave-vaisselle, pole, laveuse-scheuse toutes flambant neuf-Wifi haute vitesse illimiteLogement:-Grande terrasse a l’arrire-Beaucoup de lumire naturelle-Grand espace salon et salle a manger spar-Une salle de bain pour la chambre de matre avec douche-Une salle bain familial- grand espace de rangement dans le sous-sol (4 pied de hauteur)Proximit:- A deux rue de l’avenue mont-royal avec tout les petits commerces et marchs-12 minute de marche du mtro Frontenac- &Agrave; une rue du Parc BaldwinNOTES:Disponible maintenant ou pour le 1er Aout!Animaux doivent tre acceptNon fumeur Enqute sera faiteAC peut tre rajout galementHydro a vos fraisN’hsitez pas si vous avez des questions!**Le bail sign est de 2050$/mois, rabais sur la premire anne ce qui revient a 1875/mois** Read Less Read Less";Ville de Montréal;2020-08-01T03:28:22.000Z;House;3 + Den;2;1400;Apartment;1 Year;2020-07-31T00:00:00Z;Limited;No;Yes;No;Yes;Yes;No;No;Yes;Outdoors only;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;0;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-appartement-fabre-et-laurier/1514053473;1850;NEW 4.5 CONDO ST HENRI ATWATER MARKET A/C QUARTZ 2 BEDROOM;H2J3W6, Canada;-73.5845585;45.5357219;quebec;167.0;"- Rez de Chauss 7  Rue Fabre- 2 pices doubles- 1 pice ferme- Chambres: 3  5 dpendant utilisation des pices doubles- Aire ouverte avec lot ; coin repas1 salle de bainCuisineSalon5 &Eacute;lectros: cuisinire, frigo. Lave vaisselle, laveuse, scheuseCave avec espace: laverie, rangement, fournaise au gaz, atelier bricolage et pice fermeCours arrire ferme sur ruelle: terrasse 4x8 pieds et entre vers la cave1 stationnement sur ruelleIdeal pour une familleParc Laurier, cole primaire Laurier, bus, mtro LaurierCommerces  proximitLoyer 1850$ par mois, chauffage et lectricit non comprisSi vous tes intresss, SvP nous prsenter si vous tes: Famille / Couple / Colocs...Il y aura des visites dimanche entre 15h et 19h.SVP nous indiquer le 15minutes qui vous convient entre ces plages horraire.Merci!";Ville de Montréal;2020-08-01T13:14:09.000Z;House;4;1;2500;Apartment;1 Year;2020-09-01T04:00:00Z;Limited;No;Yes;No;Yes;Yes;No;Yes;Yes;Outdoors only;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;1;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/incroyable-5-1-2-a-louer-vue-epoustouflante-sur-le-mont-royal/1512747458;1990;NEW 4.5 CONDO ST HENRI ATWATER MARKET A/C QUARTZ 2 BEDROOM;33 Chemin de la Côte-Sainte-Catherine, Montréal, QC H2W, Canada;-73.59015289999999;45.5158036;quebec;232.0;"Grand 5 1/2  louer coll sur le Mont-Royal  l'intersection de l'Avenue du Parc et Mont-Royal. Plus belle vue en ville. &Eacute;norme balcon.- 2 chambres  coucher et 2 salles de bains compltes entirement rnoves.- Loyer 1990$/mois inclus chauffage , eau chaude , lave vaisselle, refrigerateur et cuisinere.- L'immeuble possde une salle de sport , une grande piscine et un sauna. Il y a aussi plusieurs tages de stationnements intrieur disponibles.- Les animaux de compagnie sont tolrs s' ils ne drangent pas les autres locataires.-Coin idal  proximit de tous les services et station de metro distance marchable.---------------------------------------Big 5 1/2 to rent right beside Mont-Royal, at the intersection of Parc Avenue and Mont-Royal. Most incredible vue in the city from huge balcony.- 2 bedrooms + 2 full bathrooms entirely renovated- Rent is 1990$/month and includes heating , hot water, fridge, dish washer and stove.-Building also has a gym , a big pool , a sauna and many floors of underground parking spots available.- Animals are tolerated if they do not disturb other tenants.- Location is ideal , proximity to all services and walkable distance from metro station.";Ville de Montréal;2020-07-31T19:44:09.000Z;House;3;2;1200;Apartment;1 Year;2020-08-01T00:00:00Z;Yes;No;No;Yes;Yes;Yes;No;No;Yes;Outdoors only;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;Yes;No;No;0;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-plateau-hors-du-commun/1512685134;1800;Large duplex with backyard for kids & indoor parking for you;H2H2L4, Canada;-73.5703401;45.53922559999999;quebec;236.0;Magnifique, pur, lgant, 5 1/2  aire ouverte avec 2 c. . c. fermes. Air climatis, grande cour extrieure qui sera amnage  votre convenance (dalles et/ou gazon), immense lot design, grande douche pluie et jets vitre,  deux pas du parc Baldwin, rue tranquille, quartier dynamique. Beaucoup de rangement. Bas d’un charmant duplex. Possibilit de louer avec lectros neufs pour 2100$/mois.;Ville de Montréal;2020-07-31T14:44:08.000Z;House;3;1;1100;Apartment;1 Year;2020-07-17T04:00:00Z;No;No;Yes;Yes;No;No;No;Yes;Yes;Outdoors only;No;No;No;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;Yes;No;No;0;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-bd-apartment-near-metro-atwater-saint-henri-montreal/1515361933;2100;178 rue Donaconna;Montreal, QC H4C1G9, Canada;-73.58197369999999;45.4825644;quebec;52.0;7 1/2 (approx. 1200sq ft.) - 3 Bedrooms apartment for rent located on the top floor of an old charming Victorian triplex with a front and back balcony. Bathroom with skylight. Living room with exposed bricks and crown mouldings.Steps away from the metro station (Lionel Groulx - green + orange line)! Easy to get around Montral, particularly to universities (Concordia University, McGill University, Universit de Montral, UQAM etc..)! Walking distance to great restaurants and shops, Atwater Market, Lachine Canal, parks, grocery stores, downtown Montreal, etc. At the center of the desirable Saint-Henri district, next to Greene Ave./Westmount. Amazing neighbourhood and prime location. Own private entrance.- Refrigerator, stove, dishwasher, washer and dryer, air conditioning unit (Energy Star) included.- Utilities (heating, electricity, hot water) not included.- Semi furnished option possible.- Flexible lease start date.Please do not hesitate to contact me for further information (Additional Photos available);Ville de Montréal;2020-07-31T17:10:57.000Z;House;5+;1;1200;Apartment;1 Year;2020-08-22T00:00:00Z;Limited;No;Yes;No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;0;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-luxurious-penthouse-appartment/1509191431;2150;178 rue Donaconna;H3Z1V1, Canada;-73.58613600000001;45.4859735;quebec;130.0;Bright spacious 2 bedroom penthouse apartment in Victorian four Plex.5 appliances included, wood fireplace one exterior parking included.Steps to trendy Greene Avenueclose to boutiques cafs restaurants schools banks parks, post office , Alexis-Nihon, Pepsi forum Atwater metro station and so much more ....One month free rent Conditions applyFor information: Pliz contact: Antonio at: 514-770-9476Email: axipoleas@sutton.com;Ville de Montréal;2020-08-02T22:08:48.000Z;House;2;1;1000;Apartment;1 Year;2020-07-01T04:00:00Z;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Outdoors only;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;1;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-7-1-2-meuble-sur-deux-etages-metro-berri-uqam/1515283170;2200;5 1/2 propre à louer à coté l'Université de Montréal;Rue Saint-Christophe, Montréal, QC H2L 3W8, Canada;-73.56262;45.517704;quebec;116.0;** English follows**Superbe maison datant de 1875, situe sur une petite rue tranquille du centre-ville,  10 minutes de marche du Plateau, Quartier des spectacles, Vieux-Montral, prs de tout !Elle a t rnove au fil des annes, et offre maintenant des grands espaces de vie, une cuisine ultra lumineuse, une grande terrasse extrieure , plusieurs salles de bain, 2 chambres (et un bureau), et beaucoup de bonheur !Cette maison de 1440 pieds carrs (130 m2) sur deux tages est situe  deux pas du mtro Berri-Uquam. Elle est littralement en face d'un CPE et  ct de toutes commodits : universit UQAM, cole primaire, piceries, boulangerie, pharmacie, fromagerie, boucher, etc ..La maison vient absolument toute quipe : cuisine 100% fonctionnelle, lectros, tlvision, systme de son, Apple TV, Chromecast, table  dner, divans, fauteuils, lit dans la chambre des matres, bureau, BBQ, mobilier extrieur, etc ... Et elle a mme l'air climatis !!Les pices ne sont pas toutes sur les photos, voici un rsum :RDC :- cuisine- salle  manger- salon- salle d'eau (toilettes)- plusieurs placards et rangements2e :- bureau- salle de bain (douche uniquement)- salle de bain + toilettes- chambre avec lit king- chambre sans lit- terrasse sur le toit (environ 10m carrs)- plusieurs placards et rangementsAu plaisir de vous rencontrer,Alexandre et Sarah*************Superb house dating from 1875, located on a small and quiet street in the downtown area, 10 minutes walk from the Plateau, Quartier des spectacles, Old Montreal, close to everything!The house has been renovated over the years, and now offers large living spaces, an ultra bright kitchen, a large outdoor terrace, several bathrooms, 2 rooms (and an office), and a lot of happiness!This 1440 square foot (130 m2) two-story home is located a stone's throw from the Berri-Uquam metro station. It is literally in front of a daycare center and next to all amenities: UQAM university, elementary school, grocery stores, bakery, pharmacy, butcher, etc.The house comes absolutely fully equipped: 100% functional kitchen, appliances, television, sound system, Apple TV, Chromecast, dining table, sofas, King bed in the master bedroom, desk, BBQ, outdoor furniture, etc. And it even has air conditioning !!The rooms are not all represented in the photos, here is a summary:DRC:- kitchen- dining room- living room- bathroom (toilets)- several cupboards and storage2nd:- office- bathroom (shower only)- bathroom + toilet- bedroom with king bed- bedroom without bed- roof terrace (about 10m square)- several cupboards and storageFamily welcome!Alex and Sarah;Ville de Montréal;2020-07-31T02:48:33.000Z;House;5+;2.5;1440;Townhouse;1 Year;2020-08-05T00:00:00Z;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Outdoors only;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;0;[onlineapplication, videochat, virtualtour]
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-5-1-2-in-westmount-heating-and-parking-included/1515193513;2250;5 1/2 propre à louer à coté l'Université de Montréal;4326 Rue Sherbrooke Ouest, Westmount, QC H3Z 1E1, Canada;-73.59532200000001;45.4857944;quebec;47.0;Beautiful 5 1/2 with 2 closed bedrooms, kitchen, dining room, living room, and bathroom. Facing Westmount City Hall within walking distance of all the shops and cafes of Sherbooke and Green Ave. Beautifully maintained heritage building. Heating and hot water included. Appliances included with washer and dryer in unit. Outdoor parking spot included. Perfect for couple or small family. To schedule a visit or to request the video walk through, please call David at 514-867-7750;Ville de Montréal;2020-07-30T17:47:29.000Z;House;2 + Den;1;1500;Apartment;1 Year;2020-08-01T00:00:00Z;Yes;No;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;1;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/un-petite-maison-bijou-de-cottage-de-2-etages-plateau-mile-end/1511591017;1850;5 1/2 propre à louer à coté l'Université de Montréal;, montreal h2t 2c1 QC, Canada;-73.5902675;45.5246107;quebec;;"PARFAIT POUR DES PROFESSIONNELSENTI&Egrave;REMENT R&Eacute;NOV&Eacute; !!!,4 1/2 cottage, champtre, fenestration neuve 2019 Beaucoup de cachet,1e tageCuisine, salle  manger, salle de lavage, salle d’eau (toilette et lavabo) petit salon (14’X 9.5) trs ensoleill, petite terrasse avec vue sur amnagement paysag. Vide sanitaire au sous-sol (terre battue seulement)2e tage2 grandes pices fermes avec grand garde-robe (chambre cote cour & bureau cote rue parfait pour du tltravail, salle de bain (bain et douche intgre) rnov en 2013.C’est un immeuble trs bien entretenu avec fleurs et arbres, idal pour personne aimant la tranquillit, la propret et le respect de l’environnement et du voisinage.CET IMMEUBLE EST NON FUMEUR, PAS DE CANNABIS et AUTRES SUBSTANCES, PAS D'ANIMAUX, PAS BBQ, R&Eacute;SIDENTIEL SEULEMENT.&Agrave; 2 minutes  pied du Metro Laurier. Centre-ville se fait en 45 minutes  piedTrs prs de tous les services (picerie, cafs, restaurant, hpitaux, universit etc.). Le parc Communauto et velo bixi rue voisine.Propritaire  proximit.Exigences du propritaire :non-fumeur, pas d’animaux, pas de cannabis ou autres substances pas BBQ,Demande-personnes trs tranquille, trs propre et respectueux (se) de l’environnement et du voisinage.Il y a des rglements de l’immeuble par le propritaireEnqutes de crdit, de la rgie du logement et criminel, par la Corpiq,Demande des pices d'identitsJe prte un lave-vaisselle et une cuisinire de 24 pouces, cela ne change pas le prix du loyer.Le cot de l'lectricit plan budgtaire +- 120.00$ pour une maison, cela dpend de chacun mais quand mme trs raisonnable.";Ville de Montréal;2020-07-30T18:13:47.000Z;House;2;1.5;1000;House;1 Year;2020-08-01T00:00:00Z;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;0;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tres-beau-haut-de-duplex-sur-2-etages/1515213347;1950;5 1/2 propre à louer à coté l'Université de Montréal;H2X2N1, Canada;-73.569036;45.5108951;quebec;22.0;"A 2 min  pied du metro Place des Arts. Prs de McGill. En plein centre ville. Vient d’tre entirement repeint.&Agrave; louer: haut de duplex sur 2 tages.1er tage: Salon/salle  manger/cuisineSalle d’eau avec laveuse/scheuse. Petit bureau ferm avec portes vitres. Cuisine avec accs sur balcon extrieur.2er tage: 3 chambres avec placards, salle de bain.Stationnement extrieur (ferm par une porte grange) derrire le Duplex avec accs par une ruelle.Idal pour couple de professionnel travaillant au centre ville ou pour tudiants.";Ville de Montréal;2020-07-30T19:27:17.000Z;House;3;1.5;1450;Duplex/Triplex;Month-to-month;2022-08-01T04:00:00Z;No;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;1;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-perle-rare-5-1-2-completement-renove-aout-gratuit/1515150775;2400;Lease transfer - Downtown Montreal 3 1/2 - $1950;2176 Rue de la Visitation, Montréal, QC H2L 3C7, Canada;-73.56398159999999;45.5230835;quebec;23.0;"**Loyer du mois d'Aot 2020 gratuit**Appartement 5 avec 3 chambres fermes compltement meubl rcemment refait  neuf (2019) dans le Plateau Mont-Royal disponible le 1er Aot 2020 jusqu'au 31 Aot 2021 et plus si dsir, situ dans un quartier rsidentiel tranquille  quelques pas du Parc La Fontaine. L’appartement est idal pour trois tudiants ou trois professionnels.Caractristiques du logement :-Logement compltement rnov avec des finis de qualit suprieure en 2019.-Superficie totale de 1000 pieds carrs (95 mtres carrs).-&Eacute;lectromnagers neufs inclus : rfrigrateur, four, four  micro-ondes, laveuse, scheuse et lave-vaisselle.-Meubles inclus : Tous les meubles que vous voyez dans les photos.-Deux units de climatisation portative de 8500 BTU incluses.-Vaissellerie et literie complte incluse.-Internet haute vitesse illimit inclus.-Logement situ au troisime et dernier tage d’un triplex bien entretenu avec beaucoup de caractre.-&Eacute;norme cuisine et superbe plancher de bois.-Trois chambres fermes avec fentre complte.-Salon au centre de l’appartement.-Entre prive.-Citerne  eau chaude indpendante incluse dans le logement.-Un balcon priv  l’arrire.-Un balcon priv  l’avant, dans la chambre des maitres.-Belles vues dgages,  l’avant et  l’arrire.-Logement trs ensoleill.-Voisins stables; plusieurs locataires demeurent dans l'immeuble depuis plusieurs annes.-Propritaire trs responsable et fiable, rponse et rsolution rapide des problmes potentiels.-Bail du 1er Aot 2020 au 31 Aot 2021 et plus si dsir.-Possibilit de louer un stationnement priv au cot de 100$/moisRnovations effectues en 2019 :-Salle de bain compltement refaite.-Chambres refaites  100% avec nouvelle isolation.-Plancher en bois franc sabl et verni.-Cuisine refaite  100% (nouvelles armoires, backsplash de cramique lgant, beaux comptoirs et superbes planchers).-Peinture refaite au got du jour par designer professionnel.-Changement de tout le systme lectrique et des plinthes de chauffage.-Ajout de touches de got dans la cuisine.-Plusieurs autres amliorations et changements.Emplacement et transport en commun :-Logement situ  10 minutes de marche de la station de mtro Sherbrooke.-Logement situ  15 minutes de marche de l’Universit du Qubec  Montreal (UQAM).-Logement situ  2 minutes de marche du Parc La Fontaine.-Tous les services sont situs  proximit de l’immeuble, dans un rayon de cinq minutes de marche (picerie Super C, fruiterie Melon Rond, pharmacie Brunet et gym du Centre-Sud au coin de la rue, dpanneurs, buanderies, plusieurs restaurants et bars).-Rue charmante, quartier tranquille trs familial.-Canalisations et rue entirement refaites  l’automne 2018.-Proximit de plusieurs parcs et piscines.Loyer demand : 2600,00 $/mois.L’lectricit n’est pas incluse dans le logement, mais les frais mensuels se dtaillent  environ 120,00 $/mois (Possibilit de l’ajouter au cot du loyer)Une assurance responsabilit sera exige pour tout nouveau locataire.Locataires srieux et tranquilles seulement. Une enqute de crdit sera effectue pour tout locataire intress.Pour une visite, contactez :Gabriel au 514-600-5885 David au 438-494-9481";Ville de Montréal;2020-07-30T14:15:11.000Z;House;3;1;1000;Condo;1 Year;2020-08-01T00:00:00Z;Limited;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Outdoors only;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;0;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-a-louer-appartement-st-henri-sud-ouest/1515042790;1850;Grand 5 1/2 dans anjou;921 Rue Agnès, Montréal, QC H4C 2R2, Canada;-73.587614;45.480466;quebec;214.0;A louer dans St-Henri (sud-ouest), $1850 par mois.Walk score de 96, walkscore.com- 1050 pieds carrs , 5 1/2, appartement 2e tage de triplex sur jolie rue de St-Henri- frigo, fou, lave-vaisselle et laveuse/scheuse fournis- rnovations modernes et avec gout (nouvelle salle-de-bain, nouvelles fentres et porte arrire, terrasse, etc)- 2 chambres a coucher fermees, possibilite d'une 3e chambre- hauts plafonds- larges fentres faisant face au sud-ouest, lumire abondante- balcon arrire et nouvelle terrasse- stationnement sur rue avec vignette- proche des mtros Lionel Groulx et St-Henri (lignes orange et verte)- autobus direct pour aroport du mtro Lionel Groulx- prs du centre-ville, des universits McGill, Concordia, UQAM, hopital Glenn, piste cyclable du canal Lachine, march Atwater, piceries, pharmacies, SAQ, et plusieurs restaurants et cafs locaux. Les rsidents de St-Henri sont des professionnels, tudiants, artistes, jeunes familles- immeuble non-fumeurs- recherche locataires stables et responsables- rfrences demandes5 1/2 for rent in St-Henri - 1850$ per monthOne of the most walkable and hot new neighbourhoods in Montreal - walk score 96, walkscore.com- 1050 sq ft, 5  2nd floor apartment of triplex on quaint St-Henri street- semi-furnished with fridge, stove, dishwasher and washer / dryer- beautifully renovated (new bathroom, new windows and back door, new patio etc)- 2 closed bedrooms, possibility of 3rd bedroom- high ceilings- large windows, south-west facing, abundant light- back balcony, new patio- parking on street- close to Lionel Groulx and St-Henri Metros (green and orange lines)- airport shuttle from Lionel Groulx Metro- close to downtown, McGill University Health Center, the Glenn site, Concordia and McGill Universities, Lachine canal bike path, Atwater market, grocery stores, pharmacies, SAQ, and many restaurants and cafs. Up & coming area is home to professionals, students, artists, young families.- non-smoking building- no pets preferred- looking for stable, responsible tenants- references required;Ville de Montréal;2020-07-29T20:35:27.000Z;House;3 + Den;1;1050;Apartment;1 Year;2020-08-01T00:00:00Z;Limited;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;0;[virtualtour]
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/quartier-spectacle-chum-uqam-vieux-port-chinatown-5-1-2-6-1-2/1514813514;2200;(En attente) Maison bungalow à louer;1211 Rue de Bullion, Montréal, QC H2X 0B9, Canada;-73.5614082;45.5106988;quebec;48.0;Au centre ville, proche de tout. 5 et demi est au 3em tage du triplex, 6 et demi est au 1er tage, avec la terrasse et un stationnement priv dans la cour. 5 et demi 2000$ par mois, 6 et demi 2200$ par mois. Meubl ou pas, c'est  votre choix. Idalement pour une famille.In the city center, close to everything. 5 and a half is on the 3rd floor of the triplex, 6 and a half is on the 1st floor, with the terrace and private parking in the courtyard. 5 and a half $ 2000 per month, 6 and a half $ 2200 per month. Furnished or not, it's up to you. Ideally for a family.;Longueuil/Rive Sud;2020-07-28T17:28:41.000Z;House;3 + Den;1;1200;Duplex/Triplex;1 Year;2020-08-01T00:00:00Z;Limited;Yes;Yes;No;No;Yes;No;Yes;Yes;Outdoors only;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;1;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-mois-gratuit-grand-5-1-2-totalement-renove-plateau/1507958148;1950;(En attente) Maison bungalow à louer;Avenue du Mont-Royal E, Montréal, QC, Canada;-73.5770908;45.5302789;quebec;334.0;12e MOIS GRATUITMagnifique et grand logement 5 1/2, totalement rnov et moderne localis au cœur du Plateau Mont-Royal, sur l'avenue du Mont-Royal Est.2e tage (pas d'ascenseur).Disponible pour le 1er septembre 2020.Inclus les lectromnagers (rfrigrateur, cuisinire et lave-vaisselle en acier inoxydable ainsi que laveuse et scheuse superposes).Thermopompe murale... idal pour rester au frais durant les chaleurs d't.Cuisine, salle  manger et salon  aire ouverte avec lot central et immense puits de lumire : 27,0' X 19,0'Chambre principale : 18,0' X 13,4'Chambre : 14,4' X 10,0'Chambre : 11,3' X 10,6'Salle de bain : 10,6' X 5,0'Les intresss devront fournir des rfrences et complter une demande de vrification de crdit et accepter les rglements de l'immeuble.Pour locataire tranquille, non fumeur et sans animal (sauf : 1 chat opr).Visite sur rendez-vous seulement (masque obligatoire).;Longueuil/Rive Sud;2020-07-28T19:20:24.000Z;House;3;1;1235;Apartment;1 Year;2020-09-01T00:00:00Z;Limited;No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;0;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/charmante-mile-end-maisonnette-de-2-chambres-a-sous-louer/1515086938;2100;LOCATION! LOCATION! LOCATIONA LUXURY HOUSE IN WEST-ISLAND FOR R;, Montreal H2T 2Z5 QC;-73.5979867;45.52181400000001;quebec;77.0;Nous cherchons  sous-louer notre maison du 1er septembre 2020 au 30 juin 2021.Nous vivons au cœur du Mile End dans une maison unique de 2 tages avec une cour avant et arrire. Cette maison de 2 chambres de style cottage et adapte aux enfants est entirement meuble et quipe d'un lave-vaisselle, d'un lave-linge et d'un sche-linge. Le premier tage comprend un salon, une salle  manger, une cuisine et une salle de bains. Le deuxime tage comprend une grande chambre principale avec un balcon, une salle de bains, un coin bureau et une deuxime chambre plus petite.Le loyer est de 2100 $ par mois, y compris les services publics et Internet.We are looking to sublet our home from September 1st 2020 to June 30th 2021.We live in the heart of Mile End in a unique 2 story house with a front and back yard. This cottage-like and kid friendly 2 bedroom home comes fully furnished and is equipped with a dishwasher, washing machine and dryer. First floor has a living room, dining room, kitchen and bathroom. Second floor has a large master bedroom with a balcony, bathroom, office nook, and a second smaller bedroom.Rent is $2100 per month including utilities and internet.;Ouest de l’Île;2020-07-30T00:47:02.000Z;House;2 + Den;2.5;1100;House;Month-to-month;2020-09-01T00:00:00Z;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Outdoors only;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;0;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-appartements-proche-parc-lafontaine-rue-tranquille-5-chmb/1514733619;1990;LOCATION! LOCATION! LOCATIONA LUXURY HOUSE IN WEST-ISLAND FOR R;3543 Rue Cartier, Montréal, QC H2K 4G1, Canada;-73.5656217;45.5298525;quebec;85.0;"English below6-1/2 premier tage;-une rue calme bcp arbres (rue cartier) entre Sherbrooke et Rachel.-Patio et terrain prive a l'arrire. .-Terrain et balcon avant;- 5 chambres fermees.Proche UQAM, McGill, Centre-Ville, Vieux-Port. Proche Metro (5-10 min.). 5 Chambres.- &Eacute;galement prs de l'Hpital Notre-Dame, d'une clinique, d'une picerie, d'un dpanneur, vtrinaire, animalerie, boulangerie.- &Agrave; quelques pas des rues Rachel et Mont-Royal, et de leurs fameux restaurants.-Bus qui amnent au centre-ville ou au mont-royal. Proche du mtro Papineau.- A 2 pas des feux d'artifice et de l’le saint-helne.Libre pour le 1er juillet ou 1er aout.==================================================6-1/2 first-floor, on a calm street with lots of trees, between Rachel and Sherbrooke.Yard in front and yard+patio at the back.5-10 minutes from metro.Near UQAM, McGill, Downtown, Old-Port.Near a medical clinic, depanneur, grocery store, pet store, veterinarian, restaurant, bakery.-Near hospital Notre-Dame.- Beside Rachel and Mont-Royal with their famous french cafs and restaurants.-Near bus that bring to downtown, or on the mountain. Beside Papineau Metro.Beside the summer fireworks and le st-helene.Free for August 1st. Moving beforehand possible.";Ouest de l’Île;2020-07-28T04:14:05.000Z;House;4;1;1200;Duplex/Triplex;1 Year;2020-08-01T00:00:00Z;Limited;Yes;Yes;No;No;No;No;Yes;Yes;Outdoors only;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;1;
https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacious-5-1-2-for-lease-transfer-3-bedrooms-near-mcgill/1514735930;1851;LOCATION! LOCATION! LOCATIONA LUXURY HOUSE IN WEST-ISLAND FOR R;Rue Aylmer, Montréal, QC H2X 2B9, Canada;-73.5763865;45.5081049;quebec;52.0;University living on a budget doesn’t get better than this.Lease-transferring a fully furnished 3-bedroom apartment in an incredible location from August 1st, 2020 or September 1st, 2020 to August 31, 2021, perfect for 3 people.Apartment comes with a spacious living room and a fully equipped laundry room with a washing machine and a brand-new dryer! Hardwood floors and nice neighbours (no noise complaints). Master bedroom big enough for king size bed with lots of room for activities + 2 decently sized bedrooms with 10 foot ceilings!This amazing property is located on Aylmer, between Milton and Prince Arthur which is a great location for students. Literally 1.5 minute walk from campus (I’ve timed it), 1 minute walk to the McGill gym (great if you’re into working out/during finals), 3 minute walk from Provigo, and 5 minute walk from the McGill Station.Rent is $1851/month for the entire unit which equals $617 per room.We moved out in a hurry a few months back (COVID-19) and are doing a full clean when we pick up our belongings.You do not want to miss out on this opportunity.Text (250)-299-8208 for any details or for a Facetime tour!;Ouest de l’Île;2020-07-28T07:00:31.000Z;House;3;1;1500;Apartment;1 Year;2020-09-01T00:00:00Z;Yes;Yes;Yes;No;No;Yes;No;No;Yes;Outdoors only;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;0;[videochat, virtualtour]
